IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.118.75.245,443,443,true,FRA,Europe,Frankfurt,307,0.20
34.65.206.96,443,443,true,FRA,Europe,Frankfurt,361,0.19
34.118.50.168,443,443,true,FRA,Europe,Frankfurt,289,0.15
34.118.77.33,443,443,true,FRA,Europe,Frankfurt,287,0.14
35.234.107.189,443,443,true,FRA,Europe,Frankfurt,288,0.13
34.154.147.205,443,443,true,FRA,Europe,Frankfurt,279,0.12
34.118.25.207,443,443,true,FRA,Europe,Frankfurt,303,0.11
34.118.96.176,443,443,true,FRA,Europe,Frankfurt,239,0.11
35.246.244.229,443,443,true,FRA,Europe,Frankfurt,286,0.09
34.116.172.38,443,443,true,FRA,Europe,Frankfurt,271,0.08
34.116.208.135,443,443,true,FRA,Europe,Frankfurt,350,0.08
34.116.198.118,443,443,true,FRA,Europe,Frankfurt,319,0.06
34.105.49.234,80,80,false,SEA,North America,Seattle,157,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,Singapore,2,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,16,0.00
34.92.120.85,443,443,true,HKG,Asia Pacific,Hong Kong,36,0.00
34.82.82.135,443,80,false,SEA,North America,Seattle,156,0.00
34.82.82.135,80,80,false,SEA,North America,Seattle,157,0.00
34.82.82.135,443,80,false,SEA,North America,Seattle,157,0.00
34.82.82.135,80,80,false,SEA,North America,Seattle,157,0.00
34.82.82.135,443,80,false,SEA,North America,Seattle,157,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,158,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,158,0.00
34.82.82.135,80,80,false,SEA,North America,Seattle,159,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,160,0.00
34.31.28.38,8080,80,false,ORD,North America,Chicago,205,0.00
35.186.170.241,443,443,true,IAD,North America,Ashburn,212,0.00
34.65.233.61,443,443,true,FRA,Europe,Frankfurt,265,0.00
34.154.45.210,443,443,true,FRA,Europe,Frankfurt,268,0.00
35.198.158.4,443,443,true,FRA,Europe,Frankfurt,272,0.00
35.204.102.31,443,443,true,FRA,Europe,Frankfurt,290,0.00
34.32.225.217,443,443,true,FRA,Europe,Frankfurt,296,0.00
